month,day-of-month,day-of-week,hour,load-h-minus-1,load-h-minus-2,load-h-minus-3,load-h-minus-4,load-h-minus-5,load-h-minus-6,load-h-minus-7,load-h-minus-8,load-h-minus-9,load-h-minus-10,load-h-minus-11,load-h-minus-12,load-h-minus-13,load-h-minus-14,load-h-minus-15,load-h-minus-16,load-h-minus-17,load-h-minus-18,load-h-minus-19,load-h-minus-20,load-h-minus-21,load-h-minus-22,load-h-minus-23,load-h-minus-24,load-d-minus-2,load-d-minus-3,load-d-minus-4,load-d-minus-5,load-d-minus-6,load-d-minus-7,load-d-minus-14,load-d-minus-21,load-d-minus-28,load-d-minus-35,min_load-h3,max_load-h3,min_load-h6,max_load-h6,min_load-h12,max_load-h12,min_load-h14,max_load-h14,washer_h1,washer_h3,washer_h6,washer_h12,washer_h24,dish_h1,dish_h3,dish_h6,dish_h12,dish_h24,hot_h1,hot_h3,hot_h6,hot_h12,hot_h24,dryer_h1,dryer_h3,dryer_h6,dryer_h12,dryer_h24,heat_h1,heat_h3,heat_h6,heat_h12,heat_h24
5,16,2,0,399987.0,133452.0,100783.0,99736.0,121728.0,122620.0,111921.0,79736.0,121797.0,166304.0,120250.0,76494.0,62263.0,80952.0,88095.0,60166.0,54917.0,84810.0,59922.0,55502.0,62562.0,69651.0,57729.0,86425.0,83470.0,56297.0,63101.0,116707.0,116971.0,56683.0,120809.0,81280.0,116896.0,53664.0,100783.0,399987.0,99736.0,399987.0,76494.0,399987.0,62263.0,399987.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,10.0,21.0,41.0,0.0,1.0,2.0,2.0,2.0
5,17,3,0,92868.0,169709.0,97297.0,89007.0,62849.0,82798.0,90001.0,229825.0,121720.0,416487.0,57778.0,63379.0,72529.0,67140.0,83431.0,58816.0,55958.0,96757.0,53339.0,57125.0,60390.0,54428.0,63856.0,68296.0,86425.0,83470.0,56297.0,63101.0,116707.0,116971.0,114730.0,59297.0,131392.0,394298.0,92868.0,169709.0,62849.0,169709.0,57778.0,416487.0,57778.0,416487.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,10.0,22.0,42.0,0.0,1.0,2.0,2.0,4.0
5,18,4,0,209942.0,221897.0,90987.0,73529.0,213729.0,203224.0,114044.0,66798.0,88559.0,83876.0,61970.0,53035.0,58391.0,71449.0,101483.0,53141.0,53265.0,95014.0,53679.0,56597.0,54365.0,61475.0,54729.0,61464.0,68296.0,86425.0,83470.0,56297.0,63101.0,116707.0,87724.0,102694.0,115084.0,51318.0,90987.0,221897.0,73529.0,221897.0,53035.0,221897.0,53035.0,221897.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,10.0,19.0,37.0,0.0,1.0,1.0,1.0,2.0
5,19,5,0,139710.0,165113.0,143028.0,155443.0,83731.0,61899.0,139168.0,107748.0,161252.0,116935.0,60931.0,67271.0,77032.0,84977.0,120807.0,238818.0,110046.0,84165.0,53775.0,58146.0,54924.0,54367.0,59622.0,228330.0,61464.0,68296.0,86425.0,83470.0,56297.0,63101.0,92519.0,60337.0,54591.0,64737.0,139710.0,165113.0,61899.0,165113.0,60931.0,165113.0,60931.0,165113.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,10.0,23.0,42.0,0.0,0.0,1.0,4.0,7.0
5,20,6,0,63586.0,105070.0,205622.0,152983.0,157263.0,70434.0,98941.0,87800.0,99769.0,75636.0,55892.0,62176.0,62555.0,106270.0,99701.0,78846.0,110783.0,64273.0,67663.0,64434.0,69889.0,70737.0,65255.0,78896.0,228330.0,61464.0,68296.0,86425.0,83470.0,56297.0,106196.0,100602.0,52755.0,53668.0,63586.0,205622.0,63586.0,205622.0,55892.0,205622.0,55892.0,205622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,19.0,40.0,0.0,0.0,1.0,10.0,12.0
5,21,0,0,134295.0,356792.0,341682.0,242758.0,159346.0,119663.0,92769.0,128284.0,82853.0,105455.0,106030.0,153608.0,99524.0,97481.0,99048.0,116977.0,107609.0,62202.0,56950.0,57282.0,59868.0,81756.0,58560.0,63364.0,78896.0,228330.0,61464.0,68296.0,86425.0,83470.0,51398.0,142183.0,53206.0,111416.0,134295.0,356792.0,119663.0,356792.0,82853.0,356792.0,82853.0,356792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,19.0,38.0,0.0,0.0,2.0,9.0,20.0
5,22,1,0,110779.0,151819.0,171532.0,190223.0,187354.0,226292.0,208523.0,116347.0,296817.0,260338.0,99064.0,95570.0,98906.0,96186.0,128355.0,112992.0,88762.0,59127.0,63958.0,59374.0,56999.0,63336.0,58088.0,60625.0,63364.0,78896.0,228330.0,61464.0,68296.0,86425.0,52387.0,82604.0,61513.0,107061.0,110779.0,171532.0,110779.0,226292.0,95570.0,296817.0,95570.0,296817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,11.0,22.0,40.0,0.0,0.0,3.0,5.0,10.0
5,23,2,0,91350.0,171968.0,143914.0,154328.0,150936.0,121408.0,136776.0,178966.0,82887.0,79127.0,121390.0,70626.0,73223.0,95946.0,63242.0,77143.0,67813.0,105739.0,60065.0,56669.0,57673.0,60907.0,62915.0,58296.0,60625.0,63364.0,78896.0,228330.0,61464.0,68296.0,56683.0,120809.0,81280.0,116896.0,91350.0,171968.0,91350.0,171968.0,70626.0,178966.0,70626.0,178966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,21.0,41.0,2.0,2.0,4.0,8.0,12.0
5,24,3,0,104062.0,170120.0,121643.0,109421.0,113937.0,109734.0,207210.0,224594.0,96010.0,117514.0,71317.0,179256.0,121954.0,234200.0,273325.0,103230.0,274858.0,98813.0,63242.0,56160.0,57100.0,61605.0,59424.0,59265.0,58296.0,60625.0,63364.0,78896.0,228330.0,61464.0,116971.0,114730.0,59297.0,131392.0,104062.0,170120.0,104062.0,170120.0,71317.0,224594.0,71317.0,234200.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,13.0,23.0,42.0,2.0,3.0,4.0,7.0,11.0
5,25,4,0,68733.0,146367.0,509319.0,176290.0,455323.0,157575.0,176886.0,87639.0,78422.0,64330.0,111957.0,60677.0,76923.0,72537.0,66956.0,144718.0,259652.0,102322.0,59152.0,59109.0,74992.0,72702.0,69811.0,63354.0,59265.0,58296.0,60625.0,63364.0,78896.0,228330.0,116707.0,87724.0,102694.0,115084.0,68733.0,509319.0,68733.0,509319.0,60677.0,509319.0,60677.0,509319.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,21.0,41.0,0.0,0.0,1.0,6.0,8.0
5,26,5,0,84566.0,129380.0,206272.0,225889.0,228509.0,162965.0,93513.0,173187.0,77940.0,431525.0,60696.0,92004.0,106126.0,112750.0,82521.0,96067.0,99063.0,93342.0,57961.0,56433.0,62135.0,61193.0,69614.0,67110.0,63354.0,59265.0,58296.0,60625.0,63364.0,78896.0,63101.0,92519.0,60337.0,54591.0,84566.0,206272.0,84566.0,228509.0,60696.0,431525.0,60696.0,431525.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,10.0,21.0,42.0,1.0,1.0,4.0,11.0,18.0
5,27,6,0,68588.0,134521.0,149451.0,129936.0,92115.0,106929.0,64356.0,96094.0,191776.0,91735.0,108358.0,105729.0,273287.0,84871.0,79829.0,111754.0,114637.0,73228.0,59263.0,63554.0,59743.0,60424.0,63276.0,58576.0,67110.0,63354.0,59265.0,58296.0,60625.0,63364.0,56297.0,106196.0,100602.0,52755.0,68588.0,149451.0,68588.0,149451.0,64356.0,191776.0,64356.0,273287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,21.0,42.0,0.0,0.0,2.0,4.0,8.0
5,28,0,0,70676.0,117927.0,173958.0,177022.0,128329.0,403029.0,237148.0,139789.0,90780.0,98853.0,64392.0,86716.0,113910.0,130561.0,96203.0,108246.0,100453.0,62052.0,58723.0,59968.0,64792.0,80324.0,71602.0,65830.0,58576.0,67110.0,63354.0,59265.0,58296.0,60625.0,83470.0,51398.0,142183.0,53206.0,70676.0,173958.0,70676.0,403029.0,64392.0,403029.0,64392.0,403029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,9.0,19.0,41.0,0.0,0.0,1.0,6.0,9.0
5,29,1,0,53106.0,111431.0,155765.0,147622.0,107012.0,120016.0,75245.0,72476.0,79871.0,105793.0,73097.0,73299.0,96458.0,69388.0,71644.0,87933.0,87171.0,118820.0,120605.0,61563.0,61161.0,56537.0,58769.0,63176.0,65830.0,58576.0,67110.0,63354.0,59265.0,58296.0,86425.0,52387.0,82604.0,61513.0,53106.0,155765.0,53106.0,155765.0,53106.0,155765.0,53106.0,155765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,11.0,20.0,38.0,0.0,0.0,2.0,4.0,8.0
5,30,2,0,75664.0,168171.0,174362.0,289583.0,109139.0,252954.0,368071.0,164848.0,81679.0,53612.0,75222.0,53691.0,111084.0,138691.0,197280.0,81218.0,63379.0,88665.0,50135.0,53596.0,49656.0,48840.0,51447.0,50952.0,63176.0,65830.0,58576.0,67110.0,63354.0,59265.0,68296.0,56683.0,120809.0,81280.0,75664.0,174362.0,75664.0,289583.0,53612.0,368071.0,53612.0,368071.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,9.0,21.0,41.0,0.0,1.0,1.0,2.0,3.0
5,31,3,0,108121.0,101257.0,115509.0,96472.0,142948.0,68848.0,156269.0,202503.0,127683.0,127192.0,57044.0,50729.0,48149.0,97769.0,124723.0,118568.0,57534.0,146520.0,49597.0,48782.0,54859.0,48795.0,52368.0,51822.0,50952.0,63176.0,65830.0,58576.0,67110.0,63354.0,61464.0,116971.0,114730.0,59297.0,101257.0,115509.0,68848.0,142948.0,50729.0,202503.0,48149.0,202503.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,11.0,19.0,36.0,1.0,1.0,2.0,4.0,4.0
6,1,4,0,101867.0,106474.0,170351.0,197429.0,89466.0,104848.0,321195.0,92227.0,69992.0,55587.0,56909.0,50873.0,98011.0,49425.0,86437.0,105903.0,85940.0,123949.0,48789.0,50311.0,71754.0,67431.0,52858.0,48732.0,51822.0,50952.0,63176.0,65830.0,58576.0,67110.0,228330.0,116707.0,87724.0,102694.0,101867.0,170351.0,89466.0,197429.0,50873.0,321195.0,49425.0,321195.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,11.0,21.0,41.0,0.0,0.0,1.0,2.0,2.0
6,2,5,0,64421.0,434944.0,126430.0,66944.0,56935.0,60022.0,71543.0,96097.0,57530.0,55671.0,74477.0,52004.0,82657.0,51649.0,95698.0,112706.0,102485.0,51325.0,50163.0,50823.0,48739.0,55399.0,49578.0,63232.0,48732.0,51822.0,50952.0,63176.0,65830.0,58576.0,78896.0,63101.0,92519.0,60337.0,64421.0,434944.0,56935.0,434944.0,52004.0,434944.0,51649.0,434944.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,10.0,20.0,40.0,0.0,1.0,1.0,3.0,3.0
6,3,6,0,181311.0,168924.0,406998.0,116597.0,74479.0,68109.0,83975.0,51935.0,51097.0,53114.0,50372.0,257419.0,125172.0,89844.0,94334.0,89602.0,72410.0,77008.0,55858.0,50023.0,49916.0,52744.0,54819.0,48659.0,63232.0,48732.0,51822.0,50952.0,63176.0,65830.0,63364.0,56297.0,106196.0,100602.0,168924.0,406998.0,68109.0,406998.0,50372.0,406998.0,50372.0,406998.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,10.0,20.0,40.0,0.0,0.0,1.0,1.0,4.0
6,4,0,0,78231.0,93823.0,112391.0,418820.0,72763.0,162259.0,449000.0,220901.0,70203.0,71046.0,57684.0,131015.0,179856.0,101079.0,148957.0,62602.0,50298.0,52571.0,50298.0,49134.0,52387.0,55589.0,48365.0,108302.0,48659.0,63232.0,48732.0,51822.0,50952.0,63176.0,60625.0,83470.0,51398.0,142183.0,78231.0,112391.0,72763.0,418820.0,57684.0,449000.0,57684.0,449000.0,0.0,0.0,1.0,7.0,7.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,10.0,22.0,42.0,0.0,1.0,1.0,2.0,3.0
6,5,1,0,54629.0,128604.0,131619.0,112622.0,99145.0,111003.0,133797.0,77368.0,96628.0,75491.0,81625.0,63031.0,106109.0,141517.0,114231.0,163241.0,106524.0,151715.0,66044.0,95067.0,55012.0,52484.0,51028.0,55720.0,108302.0,48659.0,63232.0,48732.0,51822.0,50952.0,58296.0,86425.0,52387.0,82604.0,54629.0,131619.0,54629.0,131619.0,54629.0,133797.0,54629.0,141517.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,20.0,42.0,0.0,1.0,3.0,3.0,4.0
6,6,2,0,65060.0,138538.0,174983.0,83317.0,75356.0,84900.0,90482.0,247395.0,193345.0,92301.0,277193.0,71790.0,78789.0,67183.0,94317.0,67927.0,107277.0,145653.0,48612.0,111238.0,51181.0,50291.0,53472.0,56309.0,55720.0,108302.0,48659.0,63232.0,48732.0,51822.0,59265.0,68296.0,56683.0,120809.0,65060.0,174983.0,65060.0,174983.0,65060.0,277193.0,65060.0,277193.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,10.0,22.0,41.0,0.0,1.0,1.0,4.0,5.0
6,7,3,0,138768.0,169590.0,270554.0,370855.0,298983.0,105952.0,90598.0,104900.0,113893.0,91681.0,65117.0,47904.0,85592.0,109100.0,79073.0,173192.0,113319.0,144519.0,109959.0,102666.0,56622.0,112599.0,107079.0,81394.0,56309.0,55720.0,108302.0,48659.0,63232.0,48732.0,63354.0,61464.0,116971.0,114730.0,138768.0,270554.0,105952.0,370855.0,47904.0,370855.0,47904.0,370855.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,9.0,21.0,40.0,0.0,1.0,1.0,2.0,2.0
6,8,4,0,106951.0,131679.0,170013.0,94141.0,89263.0,117823.0,110439.0,110700.0,111724.0,78009.0,97961.0,110281.0,61352.0,64033.0,115807.0,106794.0,109663.0,110115.0,92053.0,105283.0,100176.0,99791.0,50574.0,52610.0,81394.0,56309.0,55720.0,108302.0,48659.0,63232.0,67110.0,228330.0,116707.0,87724.0,106951.0,170013.0,89263.0,170013.0,78009.0,170013.0,61352.0,170013.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,10.0,21.0,41.0,0.0,1.0,1.0,2.0,3.0
6,9,5,0,95865.0,232377.0,194751.0,205576.0,371035.0,99089.0,271063.0,88137.0,112195.0,93560.0,331554.0,148455.0,112063.0,68722.0,63941.0,125753.0,101073.0,114465.0,104618.0,98289.0,104778.0,128699.0,111385.0,102137.0,52610.0,81394.0,56309.0,55720.0,108302.0,48659.0,58576.0,78896.0,63101.0,92519.0,95865.0,232377.0,95865.0,371035.0,88137.0,371035.0,68722.0,371035.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,11.0,22.0,46.0,0.0,0.0,1.0,2.0,5.0
6,10,6,0,49464.0,73246.0,83467.0,141049.0,306959.0,278937.0,92305.0,56835.0,48832.0,67188.0,79854.0,124586.0,81362.0,123849.0,101979.0,124099.0,104891.0,80420.0,122953.0,66600.0,48473.0,52680.0,57966.0,68470.0,102137.0,52610.0,81394.0,56309.0,55720.0,108302.0,65830.0,63364.0,56297.0,106196.0,49464.0,83467.0,49464.0,306959.0,48832.0,306959.0,48832.0,306959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,10.0,20.0,41.0,0.0,0.0,0.0,0.0,1.0
6,11,0,0,70562.0,84138.0,49744.0,63294.0,53766.0,48115.0,51695.0,52292.0,52359.0,79013.0,69403.0,97237.0,111572.0,88014.0,139574.0,113485.0,99152.0,98385.0,52034.0,103710.0,99430.0,94608.0,54120.0,48004.0,68470.0,102137.0,52610.0,81394.0,56309.0,55720.0,63176.0,60625.0,83470.0,51398.0,49744.0,84138.0,48115.0,84138.0,48115.0,97237.0,48115.0,111572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,10.0,20.0,39.0,0.0,0.0,0.0,0.0,0.0
6,12,1,0,53935.0,50640.0,86721.0,83720.0,131005.0,203856.0,92618.0,71803.0,64268.0,49383.0,90105.0,84951.0,66673.0,77891.0,81621.0,118989.0,48176.0,103356.0,97535.0,103634.0,85679.0,59231.0,51178.0,50840.0,48004.0,68470.0,102137.0,52610.0,81394.0,56309.0,50952.0,58296.0,86425.0,52387.0,50640.0,86721.0,50640.0,203856.0,49383.0,203856.0,49383.0,203856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,10.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0
6,13,2,0,52605.0,103094.0,293905.0,176671.0,52665.0,51104.0,84980.0,119495.0,68306.0,52675.0,48467.0,47377.0,51901.0,50186.0,47273.0,53160.0,48489.0,90220.0,53250.0,50041.0,51353.0,68562.0,47779.0,50929.0,50840.0,48004.0,68470.0,102137.0,52610.0,81394.0,51822.0,59265.0,68296.0,56683.0,52605.0,293905.0,51104.0,293905.0,47377.0,293905.0,47377.0,293905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,10.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0
6,14,3,0,60278.0,96858.0,77519.0,83831.0,75582.0,85453.0,106611.0,93881.0,70565.0,48026.0,46290.0,94818.0,48051.0,84594.0,65547.0,97402.0,45430.0,130886.0,102382.0,48779.0,98590.0,52121.0,103636.0,49314.0,50929.0,50840.0,48004.0,68470.0,102137.0,52610.0,48732.0,63354.0,61464.0,116971.0,60278.0,96858.0,60278.0,96858.0,46290.0,106611.0,46290.0,106611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,19.0,38.0,0.0,0.0,0.0,0.0,0.0
