temp-h-3,temp-h-6,temp-h-12,temp-h-24,hum-h-3,hum-h-6,hum-h-12,hum-h-24,temp-d-minus-2,temp-d-minus-3,temp-d-minus-4,temp-d-minus-5,temp-d-minus-6,temp-d-minus-7,temp-d-minus-8,hum-d-minus-2,hum-d-minus-3,hum-d-minus-4,hum-d-minus-5,hum-d-minus-6,hum-d-minus-7,hum-d-minus-8,avg_temp-w1,avg_temp-w2,avg_temp-w3,avg_temp-w4,avg_hum-w1,avg_hum-w2,avg_hum-w3,avg_hum-w4
13.633333333333333,14.3,15.183333333333332,14.2125,64.0,59.333333333333336,58.333333333333336,64.79166666666667,12.7,13.5,8.9,7.5,8.4,10.9,11.0,66.0,52.0,63.0,56.0,61.0,59.0,65.0,10.414285714285716,11.757142857142856,12.27142857142857,12.657142857142857,60.285714285714285,59.142857142857146,60.0,58.71428571428572
12.266666666666666,13.083333333333334,13.891666666666667,12.845833333333331,58.66666666666666,56.333333333333336,54.75,60.583333333333336,14.5,12.7,13.5,8.9,7.5,8.4,10.9,70.0,66.0,52.0,63.0,56.0,61.0,59.0,10.914285714285716,11.9,12.257142857142856,12.671428571428573,61.0,61.42857142857143,62.42857142857143,61.142857142857146
11.166666666666666,12.266666666666666,13.025,11.504166666666668,61.66666666666666,57.66666666666666,54.0,59.0,12.6,14.5,12.7,13.5,8.9,7.5,8.4,69.0,70.0,66.0,52.0,63.0,56.0,61.0,11.157142857142857,12.042857142857144,12.571428571428571,12.942857142857145,62.42857142857143,64.14285714285714,63.142857142857146,59.142857142857146
10.933333333333332,11.733333333333333,12.791666666666666,11.179166666666664,63.333333333333336,59.16666666666666,54.75,60.66666666666666,10.5,12.6,14.5,12.7,13.5,8.9,7.5,62.0,69.0,70.0,66.0,52.0,63.0,56.0,11.457142857142856,12.485714285714284,13.085714285714287,13.471428571428572,62.57142857142857,64.14285714285714,63.42857142857143,59.285714285714285
13.800000000000002,13.85,14.558333333333335,12.35,47.66666666666666,52.16666666666666,51.0,59.41666666666666,9.9,10.5,12.6,14.5,12.7,13.5,8.9,65.0,62.0,69.0,70.0,66.0,52.0,63.0,11.8,12.8,13.328571428571433,13.714285714285714,63.85714285714285,64.57142857142857,64.28571428571429,60.42857142857143
12.333333333333334,12.1,12.091666666666669,12.804166666666667,84.33333333333333,84.33333333333333,82.58333333333333,68.08333333333333,9.5,9.9,10.5,12.6,14.5,12.7,13.5,66.0,65.0,62.0,69.0,70.0,66.0,52.0,11.885714285714286,12.971428571428572,13.385714285714286,13.857142857142858,64.28571428571429,64.0,63.42857142857143,59.71428571428572
12.8,13.65,13.908333333333337,12.979166666666666,65.33333333333333,68.66666666666667,73.66666666666667,79.45833333333333,13.3,9.5,9.9,10.5,12.6,14.5,12.7,51.0,66.0,65.0,62.0,69.0,70.0,66.0,11.85714285714286,13.05714285714286,13.4,13.671428571428573,64.14285714285714,61.71428571428572,59.71428571428572,58.285714285714285
9.8,10.533333333333331,12.225,11.9375,79.33333333333333,75.0,66.16666666666667,64.20833333333333,12.0,13.3,9.5,9.9,10.5,12.6,14.5,85.0,51.0,66.0,65.0,62.0,69.0,70.0,11.757142857142856,12.714285714285714,13.05714285714286,13.185714285714283,66.85714285714286,64.71428571428571,62.285714285714285,61.285714285714285
10.800000000000002,11.216666666666669,12.925,11.7875,69.0,67.5,61.25,67.875,12.5,12.0,13.3,9.5,9.9,10.5,12.6,66.0,85.0,51.0,66.0,65.0,62.0,69.0,11.47142857142857,12.457142857142856,12.857142857142858,13.1,66.28571428571429,64.0,61.71428571428572,60.71428571428572
12.2,12.8,13.508333333333336,11.8375,71.66666666666667,68.83333333333333,63.583333333333336,67.25,8.9,12.5,12.0,13.3,9.5,9.9,10.5,82.0,66.0,85.0,51.0,66.0,65.0,62.0,10.942857142857145,11.900000000000002,12.342857142857142,12.528571428571428,68.14285714285714,65.57142857142857,64.0,64.85714285714286
15.133333333333333,16.03333333333333,17.166666666666664,14.454166666666666,60.333333333333336,60.333333333333336,60.0,66.45833333333333,10.2,8.9,12.5,12.0,13.3,9.5,9.9,72.0,82.0,66.0,85.0,51.0,66.0,65.0,10.900000000000002,11.7,12.028571428571428,12.2,69.57142857142857,67.0,65.85714285714286,66.57142857142857
14.8,17.7,18.933333333333334,16.583333333333332,63.66666666666666,53.66666666666666,50.583333333333336,54.16666666666666,10.4,10.2,8.9,12.5,12.0,13.3,9.5,72.0,72.0,82.0,66.0,85.0,51.0,66.0,10.971428571428572,11.828571428571433,12.171428571428573,12.242857142857144,70.57142857142857,68.71428571428571,67.85714285714286,68.42857142857143
14.2,15.033333333333331,16.175000000000004,14.429166666666667,63.66666666666666,57.833333333333336,53.91666666666666,60.75,13.4,10.4,10.2,8.9,12.5,12.0,13.3,55.0,72.0,72.0,82.0,66.0,85.0,51.0,11.528571428571428,12.55714285714286,12.685714285714283,12.757142857142856,69.0,68.28571428571429,68.57142857142857,69.28571428571429
11.733333333333334,12.366666666666667,14.175,13.716666666666669,67.33333333333333,66.66666666666667,60.16666666666666,64.875,12.2,13.4,10.4,10.2,8.9,12.5,12.0,74.0,55.0,72.0,72.0,82.0,66.0,85.0,11.37142857142857,12.728571428571428,12.928571428571429,13.628571428571428,72.28571428571429,70.14285714285714,70.57142857142857,66.71428571428571
11.933333333333335,12.866666666666667,13.725,11.904166666666669,61.66666666666666,56.0,54.583333333333336,64.08333333333333,14.1,12.2,13.4,10.4,10.2,8.9,12.5,59.0,74.0,55.0,72.0,72.0,82.0,66.0,11.671428571428573,13.028571428571428,13.185714285714283,14.1,68.57142857142857,66.71428571428571,68.42857142857143,62.42857142857143
11.533333333333331,11.8,12.783333333333331,12.112500000000002,81.66666666666667,78.83333333333333,71.58333333333333,72.0,9.9,14.1,12.2,13.4,10.4,10.2,8.9,71.0,59.0,74.0,55.0,72.0,72.0,82.0,11.3,12.828571428571427,13.085714285714287,13.885714285714284,69.28571428571429,67.28571428571429,68.71428571428571,63.142857142857146
14.266666666666666,14.733333333333333,14.858333333333334,13.370833333333332,77.66666666666667,74.66666666666667,74.83333333333333,79.70833333333333,11.7,9.9,14.1,12.2,13.4,10.4,10.2,69.0,71.0,59.0,74.0,55.0,72.0,72.0,11.7,13.228571428571428,13.257142857142856,14.185714285714283,67.42857142857143,64.42857142857143,66.42857142857143,60.42857142857143
12.5,14.183333333333332,16.158333333333335,15.020833333333334,76.33333333333333,70.66666666666667,66.91666666666667,75.08333333333333,11.1,11.7,9.9,14.1,12.2,13.4,10.4,85.0,69.0,71.0,59.0,74.0,55.0,72.0,11.828571428571433,13.314285714285717,13.385714285714286,14.27142857142857,69.28571428571429,66.42857142857143,68.0,62.142857142857146
13.1,13.633333333333333,14.466666666666669,13.408333333333331,69.33333333333333,64.83333333333333,61.083333333333336,68.33333333333333,13.8,11.1,11.7,9.9,14.1,12.2,13.4,83.0,85.0,69.0,71.0,59.0,74.0,55.0,12.314285714285717,13.571428571428571,13.671428571428573,14.571428571428571,70.85714285714286,67.14285714285714,68.14285714285714,62.85714285714285
10.8,12.383333333333333,13.375,12.491666666666667,62.0,54.333333333333336,51.083333333333336,60.125,11.0,13.8,11.1,11.7,9.9,14.1,12.2,82.0,83.0,85.0,69.0,71.0,59.0,74.0,11.971428571428572,13.071428571428571,13.5,14.485714285714286,74.71428571428571,69.28571428571429,68.85714285714286,63.42857142857143
11.966666666666669,12.016666666666666,12.016666666666667,11.179166666666667,74.33333333333333,75.66666666666667,75.33333333333333,71.54166666666667,12.3,11.0,13.8,11.1,11.7,9.9,14.1,70.0,82.0,83.0,85.0,69.0,71.0,59.0,11.985714285714286,12.742857142857144,13.128571428571428,13.77142857142857,74.14285714285714,70.85714285714286,69.85714285714286,65.85714285714286
12.433333333333332,13.116666666666664,13.833333333333334,13.1,58.66666666666666,57.5,58.16666666666666,63.0,9.7,12.3,11.0,13.8,11.1,11.7,9.9,65.0,70.0,82.0,83.0,85.0,69.0,71.0,11.357142857142858,12.185714285714283,12.842857142857143,13.471428571428572,75.0,71.28571428571429,68.14285714285714,65.14285714285714
11.833333333333334,12.483333333333334,13.6,12.408333333333331,63.333333333333336,58.16666666666666,53.333333333333336,59.125,12.0,9.7,12.3,11.0,13.8,11.1,11.7,73.0,65.0,70.0,82.0,83.0,85.0,69.0,11.657142857142857,12.242857142857144,12.785714285714286,13.44285714285714,75.28571428571429,72.0,69.57142857142857,65.85714285714286
10.166666666666666,11.733333333333334,11.933333333333335,11.270833333333334,78.0,66.83333333333333,72.33333333333333,72.04166666666667,11.6,12.0,9.7,12.3,11.0,13.8,11.1,63.0,73.0,65.0,70.0,82.0,83.0,85.0,11.64285714285714,12.3,12.957142857142856,13.485714285714284,74.42857142857143,71.42857142857143,69.42857142857143,66.14285714285714
11.4,12.116666666666667,12.8,11.408333333333331,71.0,67.66666666666667,65.41666666666667,70.33333333333333,11.8,11.6,12.0,9.7,12.3,11.0,13.8,60.0,63.0,73.0,65.0,70.0,82.0,83.0,11.742857142857142,12.342857142857143,12.957142857142856,13.614285714285716,70.85714285714286,68.85714285714286,67.14285714285714,62.85714285714285
12.933333333333332,14.516666666666666,15.166666666666664,12.854166666666666,69.66666666666667,63.16666666666666,60.5,68.16666666666667,9.5,11.8,11.6,12.0,9.7,12.3,11.0,82.0,60.0,63.0,73.0,65.0,70.0,82.0,11.128571428571428,11.771428571428572,12.428571428571429,13.371428571428572,70.71428571428571,69.14285714285714,66.85714285714286,60.57142857142857
13.3,14.35,15.375,13.625,61.0,58.0,55.75,62.66666666666666,9.1,9.5,11.8,11.6,12.0,9.7,12.3,75.0,82.0,60.0,63.0,73.0,65.0,70.0,10.857142857142858,11.62857142857143,12.2,12.914285714285716,69.71428571428571,68.42857142857143,66.57142857142857,60.42857142857143
16.3,16.650000000000002,17.541666666666668,15.604166666666666,63.66666666666666,62.833333333333336,60.41666666666666,64.375,11.6,9.1,9.5,11.8,11.6,12.0,9.7,72.0,75.0,82.0,60.0,63.0,73.0,65.0,10.757142857142856,11.614285714285716,12.285714285714286,13.028571428571428,70.0,68.42857142857143,66.57142857142857,60.57142857142857
13.566666666666668,13.933333333333335,15.183333333333332,15.429166666666667,83.0,80.66666666666667,73.75,72.29166666666667,11.8,11.6,9.1,9.5,11.8,11.6,12.0,72.0,72.0,75.0,82.0,60.0,63.0,73.0,11.057142857142855,11.985714285714286,12.55714285714286,13.242857142857144,71.0,68.14285714285714,66.57142857142857,61.85714285714285
12.433333333333332,13.483333333333334,14.016666666666664,13.245833333333332,63.66666666666666,61.0,61.91666666666666,69.45833333333333,16.5,11.8,11.6,9.1,9.5,11.8,11.6,63.0,72.0,72.0,75.0,82.0,60.0,63.0,11.7,12.55714285714286,13.157142857142858,13.828571428571427,69.57142857142857,67.28571428571429,65.0,60.142857142857146
11.199999999999998,12.65,13.466666666666669,12.137499999999998,69.66666666666667,63.66666666666666,62.41666666666666,65.54166666666667,13.6,16.5,11.8,11.6,9.1,9.5,11.8,84.0,63.0,72.0,72.0,75.0,82.0,60.0,11.985714285714286,12.742857142857144,13.2,13.885714285714284,72.57142857142857,71.14285714285714,68.28571428571429,63.42857142857143
16.0,16.066666666666666,16.166666666666664,13.666666666666666,52.66666666666666,51.16666666666666,53.16666666666666,61.75,10.5,13.6,16.5,11.8,11.6,9.1,9.5,70.0,84.0,63.0,72.0,72.0,75.0,82.0,11.8,12.828571428571427,13.385714285714284,14.014285714285716,74.0,71.14285714285714,68.0,63.85714285714285
14.966666666666669,15.500000000000002,15.508333333333336,14.691666666666668,78.0,80.16666666666667,82.16666666666667,80.875,9.4,10.5,13.6,16.5,11.8,11.6,9.1,75.0,70.0,84.0,63.0,72.0,72.0,75.0,11.785714285714285,12.985714285714284,13.585714285714284,14.071428571428571,73.0,70.0,66.71428571428571,63.71428571428572
12.733333333333334,13.966666666666669,16.033333333333335,14.783333333333331,70.33333333333333,66.5,61.16666666666666,70.79166666666667,14.2,9.4,10.5,13.6,16.5,11.8,11.6,70.0,75.0,70.0,84.0,63.0,72.0,72.0,12.514285714285714,13.628571428571428,14.142857142857142,14.671428571428574,72.28571428571429,67.0,64.42857142857143,61.285714285714285
13.566666666666668,14.45,15.366666666666667,13.933333333333332,62.333333333333336,60.66666666666666,58.083333333333336,65.29166666666667,14.0,14.2,9.4,10.5,13.6,16.5,11.8,79.0,70.0,75.0,70.0,84.0,63.0,72.0,12.857142857142858,13.928571428571429,14.3,14.757142857142856,73.28571428571429,68.0,66.42857142857143,64.42857142857143
14.133333333333336,14.783333333333331,15.091666666666663,13.658333333333331,61.333333333333336,59.16666666666666,60.5,64.08333333333333,11.7,14.0,14.2,9.4,10.5,13.6,16.5,75.0,79.0,70.0,75.0,70.0,84.0,63.0,12.842857142857142,13.885714285714286,14.257142857142856,14.728571428571428,73.71428571428571,69.0,67.85714285714286,65.28571428571429
15.166666666666666,15.816666666666668,17.01666666666667,15.158333333333331,76.33333333333333,70.16666666666667,62.833333333333336,66.66666666666667,12.0,11.7,14.0,14.2,9.4,10.5,13.6,68.0,75.0,79.0,70.0,75.0,70.0,84.0,12.2,13.542857142857144,13.9,14.585714285714287,74.42857142857143,68.14285714285714,67.57142857142857,64.71428571428571
15.833333333333334,17.3,18.475,17.320833333333333,69.0,61.5,59.16666666666666,64.45833333333333,13.6,12.0,11.7,14.0,14.2,9.4,10.5,68.0,68.0,75.0,79.0,70.0,75.0,70.0,12.2,13.685714285714283,13.92857142857143,14.714285714285714,72.14285714285714,64.71428571428571,64.71428571428571,61.57142857142857
12.300000000000002,12.45,12.858333333333333,13.808333333333332,83.66666666666667,82.66666666666667,79.91666666666667,72.125,15.8,13.6,12.0,11.7,14.0,14.2,9.4,71.0,68.0,68.0,75.0,79.0,70.0,75.0,12.957142857142856,14.07142857142857,14.3,15.071428571428571,72.28571428571429,66.85714285714286,66.28571428571429,62.71428571428572
11.6,11.783333333333331,13.858333333333333,13.466666666666669,76.0,75.33333333333333,73.16666666666667,77.29166666666667,15.0,15.8,13.6,12.0,11.7,14.0,14.2,66.0,71.0,68.0,68.0,75.0,79.0,70.0,13.757142857142856,14.757142857142856,14.842857142857143,15.757142857142856,71.0,65.85714285714286,67.28571428571429,62.57142857142857
13.533333333333331,15.2,16.375000000000004,14.158333333333331,63.0,58.0,55.0,64.66666666666667,12.1,15.0,15.8,13.6,12.0,11.7,14.0,84.0,66.0,71.0,68.0,68.0,75.0,79.0,13.457142857142856,14.242857142857144,14.314285714285717,15.257142857142856,73.0,70.71428571428571,71.42857142857143,67.14285714285714
14.4,15.583333333333334,16.666666666666668,14.966666666666669,65.0,62.66666666666666,62.5,65.83333333333333,11.7,12.1,15.0,15.8,13.6,12.0,11.7,76.0,84.0,66.0,71.0,68.0,68.0,75.0,13.128571428571428,13.714285714285714,13.771428571428572,14.671428571428573,72.57142857142857,70.28571428571429,71.14285714285714,66.0
13.966666666666669,14.533333333333331,15.558333333333335,14.699999999999998,64.33333333333333,64.16666666666667,61.91666666666666,65.33333333333333,11.6,11.7,12.1,15.0,15.8,13.6,12.0,70.0,76.0,84.0,66.0,71.0,68.0,68.0,13.114285714285714,13.842857142857142,13.814285714285717,14.87142857142857,71.85714285714286,69.28571428571429,70.14285714285714,64.85714285714286
14.833333333333334,16.066666666666666,17.716666666666665,15.8375,54.0,51.333333333333336,49.0,55.04166666666666,14.4,11.6,11.7,12.1,15.0,15.8,13.6,65.0,70.0,76.0,84.0,66.0,71.0,68.0,13.457142857142856,13.957142857142856,13.9,14.885714285714286,71.42857142857143,69.57142857142857,70.57142857142857,65.42857142857143
15.733333333333334,15.766666666666667,16.833333333333332,16.554166666666664,77.33333333333333,76.0,68.41666666666667,62.16666666666666,13.2,14.4,11.6,11.7,12.1,15.0,15.8,66.0,65.0,70.0,76.0,84.0,66.0,71.0,13.4,13.885714285714286,13.971428571428572,14.857142857142858,71.14285714285714,70.28571428571429,70.71428571428571,66.28571428571429
18.566666666666663,19.266666666666666,19.933333333333334,17.979166666666668,66.66666666666667,63.66666666666666,60.75,67.16666666666667,15.5,13.2,14.4,11.6,11.7,12.1,15.0,52.0,66.0,65.0,70.0,76.0,84.0,66.0,13.357142857142858,13.742857142857146,13.857142857142858,15.0,68.42857142857143,66.57142857142857,69.14285714285714,63.142857142857146
15.133333333333333,16.083333333333332,17.058333333333334,16.591666666666665,81.0,79.5,77.16666666666667,78.625,15.4,15.5,13.2,14.4,11.6,11.7,12.1,76.0,52.0,66.0,65.0,70.0,76.0,84.0,13.414285714285713,13.685714285714289,13.828571428571427,14.671428571428574,69.85714285714286,68.71428571428571,70.14285714285714,66.0
14.966666666666669,15.716666666666669,16.858333333333334,15.183333333333332,62.0,59.16666666666666,57.083333333333336,66.70833333333333,17.8,15.4,15.5,13.2,14.4,11.6,11.7,73.0,76.0,52.0,66.0,65.0,70.0,76.0,14.22857142857143,14.45714285714286,14.828571428571427,15.714285714285715,68.28571428571429,66.42857142857143,67.14285714285714,62.85714285714285
12.0,12.95,13.583333333333334,13.404166666666669,83.0,75.16666666666667,71.66666666666667,70.875,12.7,17.8,15.4,15.5,13.2,14.4,11.6,82.0,73.0,76.0,52.0,66.0,65.0,70.0,14.37142857142857,14.94285714285714,15.557142857142855,16.485714285714288,69.14285714285714,67.42857142857143,67.28571428571429,63.42857142857143
14.0,14.766666666666667,15.766666666666666,13.8,63.66666666666666,61.16666666666666,61.25,70.875,14.4,12.7,17.8,15.4,15.5,13.2,14.4,65.0,82.0,73.0,76.0,52.0,66.0,65.0,14.771428571428574,15.157142857142857,15.728571428571428,16.400000000000002,68.42857142857143,67.14285714285714,67.42857142857143,64.14285714285714
14.4,15.166666666666666,16.150000000000002,14.620833333333332,68.0,63.333333333333336,58.083333333333336,61.91666666666666,11.5,14.4,12.7,17.8,15.4,15.5,13.2,81.0,65.0,82.0,73.0,76.0,52.0,66.0,14.357142857142858,14.828571428571427,15.428571428571429,16.071428571428573,70.71428571428571,69.14285714285714,68.71428571428571,65.28571428571429
15.966666666666669,17.133333333333336,17.98333333333333,15.758333333333333,66.66666666666667,63.5,59.833333333333336,63.91666666666666,13.1,11.5,14.4,12.7,17.8,15.4,15.5,66.0,81.0,65.0,82.0,73.0,76.0,52.0,14.342857142857143,14.785714285714286,15.457142857142856,16.1,70.71428571428571,69.28571428571429,68.57142857142857,65.0
15.366666666666664,17.583333333333332,19.73333333333333,17.654166666666665,67.33333333333333,59.5,55.16666666666666,60.458333333333336,12.5,13.1,11.5,14.4,12.7,17.8,15.4,67.0,66.0,81.0,65.0,82.0,73.0,76.0,13.914285714285716,14.814285714285717,15.44285714285714,15.7,72.85714285714286,71.28571428571429,69.42857142857143,68.28571428571429
17.9,18.8,19.75,17.316666666666666,69.33333333333333,67.5,65.0,66.41666666666667,14.7,12.5,13.1,11.5,14.4,12.7,17.8,64.0,67.0,66.0,81.0,65.0,82.0,73.0,13.814285714285717,14.828571428571427,15.614285714285714,15.914285714285713,71.14285714285714,69.71428571428571,67.28571428571429,66.42857142857143
19.4,20.433333333333334,21.433333333333337,19.041666666666668,61.0,61.16666666666666,61.75,65.91666666666667,13.9,14.7,12.5,13.1,11.5,14.4,12.7,72.0,64.0,67.0,66.0,81.0,65.0,82.0,13.257142857142858,14.457142857142856,15.185714285714289,15.828571428571433,71.0,69.71428571428571,67.71428571428571,65.71428571428571
16.066666666666666,18.416666666666668,20.58333333333333,18.9,60.66666666666666,58.333333333333336,58.25,61.04166666666666,16.0,13.9,14.7,12.5,13.1,11.5,14.4,75.0,72.0,64.0,67.0,66.0,81.0,65.0,13.728571428571428,14.942857142857145,15.471428571428572,16.142857142857146,70.0,67.71428571428571,66.28571428571429,64.14285714285714
16.2,18.6,19.916666666666664,17.462500000000002,69.0,61.333333333333336,59.083333333333336,61.54166666666666,16.1,16.0,13.9,14.7,12.5,13.1,11.5,70.0,75.0,72.0,64.0,67.0,66.0,81.0,13.971428571428572,15.55714285714286,16.257142857142856,16.92857142857143,70.71428571428571,68.0,66.0,64.42857142857143
17.933333333333334,19.2,20.341666666666665,18.104166666666668,66.66666666666667,64.83333333333333,61.333333333333336,66.70833333333333,14.6,16.1,16.0,13.9,14.7,12.5,13.1,65.0,70.0,75.0,72.0,64.0,67.0,66.0,14.414285714285713,16.12857142857143,16.97142857142857,17.814285714285717,68.42857142857143,65.0,64.0,62.71428571428572
18.3,20.36666666666667,21.116666666666664,19.3125,66.33333333333333,59.5,60.66666666666666,65.20833333333333,15.3,14.6,16.1,16.0,13.9,14.7,12.5,73.0,65.0,70.0,75.0,72.0,64.0,67.0,14.72857142857143,16.52857142857143,17.271428571428572,18.428571428571427,69.42857142857143,65.57142857142857,64.71428571428571,62.85714285714285
18.33333333333333,20.03333333333333,20.683333333333334,19.166666666666668,68.33333333333333,62.16666666666666,59.66666666666666,63.958333333333336,16.7,15.3,14.6,16.1,16.0,13.9,14.7,70.0,73.0,65.0,70.0,75.0,72.0,64.0,15.328571428571433,17.071428571428573,17.942857142857143,19.17142857142857,69.85714285714286,65.28571428571429,64.14285714285714,62.285714285714285
18.7,20.7,21.95833333333333,20.2125,67.66666666666667,62.5,59.833333333333336,65.29166666666667,17.8,16.7,15.3,14.6,16.1,16.0,13.9,67.0,70.0,73.0,65.0,70.0,75.0,72.0,15.771428571428572,17.47142857142857,18.185714285714287,19.87142857142857,70.28571428571429,64.85714285714286,64.42857142857143,60.71428571428572
16.8,17.416666666666668,17.924999999999997,17.27916666666667,65.33333333333333,61.16666666666666,59.91666666666666,66.0,18.1,17.8,16.7,15.3,14.6,16.1,16.0,70.0,67.0,70.0,73.0,65.0,70.0,75.0,16.37142857142857,17.9,18.514285714285712,20.04285714285714,70.0,64.85714285714286,64.85714285714286,61.57142857142857
19.53333333333333,20.816666666666663,21.075,18.9125,65.0,60.66666666666666,59.333333333333336,63.625,17.8,18.1,17.8,16.7,15.3,14.6,16.1,68.0,70.0,67.0,70.0,73.0,65.0,70.0,16.62857142857143,17.914285714285715,18.65714285714285,20.27142857142857,69.0,65.0,64.42857142857143,61.0
19.8,21.916666666666668,22.7,20.575,63.66666666666666,58.333333333333336,58.0,63.5,16.3,17.8,18.1,17.8,16.7,15.3,14.6,69.0,68.0,70.0,67.0,70.0,73.0,65.0,16.657142857142855,17.528571428571432,18.11428571428572,19.785714285714285,68.85714285714286,65.42857142857143,65.28571428571429,60.57142857142857
16.966666666666665,17.616666666666667,18.675,17.620833333333334,66.33333333333333,65.16666666666667,61.25,65.16666666666667,18.6,16.3,17.8,18.1,17.8,16.7,15.3,69.0,69.0,68.0,70.0,67.0,70.0,73.0,17.22857142857143,18.000000000000004,18.61428571428571,20.2,69.42857142857143,66.71428571428571,65.28571428571429,59.85714285714285
19.366666666666667,19.85,21.016666666666666,19.466666666666665,70.66666666666667,68.83333333333333,63.16666666666666,64.66666666666667,18.3,18.6,16.3,17.8,18.1,17.8,16.7,67.0,69.0,69.0,68.0,70.0,67.0,70.0,17.657142857142855,18.442857142857143,19.214285714285715,20.728571428571428,68.57142857142857,65.85714285714286,64.57142857142857,58.85714285714285
15.666666666666666,16.316666666666666,16.383333333333333,16.791666666666668,74.66666666666667,72.66666666666667,72.83333333333333,72.66666666666667,16.6,18.3,18.6,16.3,17.8,18.1,17.8,70.0,67.0,69.0,69.0,68.0,70.0,67.0,17.642857142857146,18.257142857142856,18.87142857142857,20.514285714285712,68.57142857142857,66.0,65.0,58.42857142857143
17.633333333333333,18.933333333333334,19.98333333333333,18.1625,61.66666666666666,57.5,55.583333333333336,65.375,17.6,16.6,18.3,18.6,16.3,17.8,18.1,71.0,70.0,67.0,69.0,69.0,68.0,70.0,17.61428571428571,18.37142857142857,19.042857142857144,20.071428571428577,69.14285714285714,67.0,65.71428571428571,61.42857142857143
